"","gene_id","gene_symbol","number_of_mirs_targeting","TF","gene_fxn_pigm","kd_pt_fA6"
"","32663","CG9609",5,NA,NA,NA
"","42128","CG7655",2,NA,NA,NA
"","36575","Sox15",4,NA,NA,NA
"","38983","RpL14",4,NA,NA,NA
"","42917","CG13616",1,NA,NA,NA
"","318746","CG31459",7,NA,NA,NA
"","39646","CG13458",2,NA,NA,NA
"","37059","CG10912",2,NA,NA,NA
"","42174","CG12321",3,NA,NA,NA
"","33608","slp2",12,NA,NA,NA
"","44005","NHP2",2,NA,NA,NA
"","36772","CG8405",4,NA,NA,NA
"","40171","Su(Tpl)",8,NA,NA,NA
"","41256","CG11870",5,NA,NA,NA
"","37092","CG14502",3,NA,NA,NA
"","37836","CG3163",3,NA,NA,NA
"","41057","CG9837",2,NA,NA,NA
"","319020","CG31909",4,NA,NA,NA
"","40807","glob2",5,NA,NA,NA
"","33111","dod",15,NA,NA,NA
"","38937","CG7185",18,NA,NA,NA
"","33869","CG13989",1,NA,NA,NA
"","4379891","CG34106",8,NA,NA,NA
"","318567","CG31041",4,NA,NA,NA
"","39700","Eig71Ea",4,NA,NA,NA
"","35567","CG15908",5,NA,NA,NA
"","38634","CG10591",2,NA,NA,NA
"","34949","CG4892",6,NA,NA,NA
"","39571","nan",9,NA,NA,NA
"","39381","CG11534",5,NA,NA,NA
"","34526","RpL9",7,NA,NA,NA
"","38410","CG12077",7,NA,NA,NA
"","31613","RpL17",4,NA,NA,NA
"","34796","RpII33",8,NA,NA,NA
"","35336","Fs(2)Ket",18,NA,NA,NA
"","50266","CG7630",6,NA,NA,NA
"","34152","CG17292",5,NA,NA,NA
"","37582","CG4329",2,NA,NA,NA
"","34477","CG6443",1,NA,NA,NA
"","40165","trc",21,NA,NA,NA
"","2769005","CG33233",1,NA,NA,NA
"","37313","CG13422",5,NA,NA,NA
"","37661","l(2)k09913",8,NA,NA,NA
"","42240","Cpsf73",2,NA,NA,NA
"","5740746","CG34172",5,NA,NA,NA
"","246386","CG30005",7,NA,NA,NA
"","33231","CG2789",3,NA,NA,NA
"","36440","Cap-G",5,NA,NA,NA
"","31406","l(1)G0334",9,NA,NA,NA
"","37469","CG42365",4,NA,NA,NA
"","43494","Obp99c",3,NA,NA,NA
"","32008","Ant2",6,NA,NA,NA
"","43503","CG7598",1,NA,NA,NA
"","36994","CG6484",5,NA,NA,NA
"","36845","CG7813",4,NA,NA,NA
"","32014","CG2202",4,NA,NA,NA
"","42788","CG10157",4,NA,NA,NA
"","42364","Arc42",4,NA,NA,NA
"","32373","l(1)G0007",5,NA,NA,NA
"","42023","CG14893",4,NA,NA,NA
"","35751","CG11165",6,NA,NA,NA
"","318633","CG31226",9,NA,NA,NA
"","37259","CG11018",6,NA,NA,NA
"","36347","CG8501",4,NA,NA,NA
"","43008","CG9996",6,NA,NA,NA
"","33199","CG11592",3,NA,NA,NA
"","43507","ATPsyn-gamma",5,NA,NA,NA
"","32638","CG32573",13,NA,NA,NA
"","34286","pelo",9,NA,NA,NA
"","36445","Nrk",2,NA,NA,NA
"","31197","CG14053",4,NA,NA,NA
"","39604","CG13471",1,NA,NA,NA
"","37226","CG10081",3,NA,NA,NA
"","40564","CG1074",4,NA,NA,NA
"","117406","CG32396",3,NA,NA,NA
"","39469","CG10748",2,NA,NA,NA
"","31348","CG2941",9,NA,NA,NA
"","35853","Jon44E",8,NA,NA,NA
"","38773","Cpr65Ea",1,NA,NA,NA
"","246452","CG30094",6,NA,NA,NA
"","36444","TppII",6,NA,NA,NA
"","43271","CG6051",7,NA,NA,NA
"","326155","CG31739",9,NA,NA,NA
"","34568","salr",9,NA,NA,NA
"","41381","dpr5",14,NA,NA,NA
"","32352","CG32626",6,NA,NA,NA
"","35212","CG17549",7,NA,NA,NA
"","326158","CG31759",8,NA,NA,NA
"","39531","CG13737",5,NA,NA,NA
"","33040","Pbprp2",4,NA,NA,NA
"","34086","CG7231",8,NA,NA,NA
"","38356","CG2113",5,NA,NA,NA
"","34449","Lrr47",14,NA,NA,NA
"","34516","YL-1",2,NA,NA,NA
"","318781","CG31524",3,NA,NA,NA
"","32161","CG18130",2,NA,NA,NA
"","44787","miple2",9,NA,NA,NA
"","40696","MED27",5,NA,NA,NA
"","3772640","CG33786",3,NA,NA,NA
"","40577","MED31",5,NA,NA,NA
"","326224","CG32601",3,NA,NA,NA
"","35895","CG13745",4,NA,NA,NA
"","41653","yellow-e",7,NA,NA,NA
"","32587","caz",15,NA,NA,NA
"","34046","Ntl",12,NA,NA,NA
"","40827","zen2",5,NA,NA,NA
"","42172","CG7208",6,NA,NA,NA
"","39522","CG17689",7,NA,NA,NA
"","46201","l(3)07882",7,NA,NA,NA
"","45268","cathD",11,NA,NA,NA
"","35536","CG7845",5,NA,NA,NA
"","39474","CG11261",8,NA,NA,NA
"","41274","CG6465",4,NA,NA,NA
"","32208","CG1824",11,NA,NA,NA
"","326199","CG32202",7,NA,NA,NA
"","318992","Ada1-2",6,NA,NA,NA
"","40965","DNApol-iota",8,NA,NA,NA
"","31732","CG2260",4,NA,NA,NA
"","37998","CG2736",4,NA,NA,NA
"","3885588","CG33460",3,NA,NA,NA
"","38187","CG12104",10,NA,NA,NA
"","318991","Ada1-1",4,NA,NA,NA
"","31315","CG16781",12,NA,NA,NA
"","36013","Lsm11",17,NA,NA,NA
"","41467","CG14739",2,NA,NA,NA
"","40909","alpha-Est1",6,NA,NA,NA
"","31977","CG2889",3,NA,NA,NA
"","37897","CG42383",6,NA,NA,NA
"","35954","TXBP181-like",6,NA,NA,NA
"","33689","CG11926",10,NA,NA,NA
"","43938","cl",5,NA,NA,NA
"","43399","CG1646",3,NA,NA,NA
"","31095","CG14786",4,NA,NA,NA
"","32774","CG12985",6,NA,NA,NA
"","4379889","CG34134",6,NA,NA,NA
"","36006","CG1698",3,NA,NA,NA
"","33254","KH1",1,NA,NA,NA
"","37664","Art7",2,NA,NA,NA
"","31075","DAAM",17,NA,NA,NA
"","41361","KP78b",5,NA,NA,NA
"","40145","Oat",3,NA,NA,NA
"","43070","CG11902",8,NA,NA,NA
"","36997","icln",6,NA,NA,NA
"","31544","Mipp2",17,NA,NA,NA
"","34930","Ku80",3,NA,NA,NA
"","39235","CG32069",3,NA,NA,NA
"","34052","Acp1",5,NA,NA,NA
"","37214","FK506-bp2",9,NA,NA,NA
"","39616","CG17839",3,NA,NA,NA
"","43634","CG9702",5,NA,NA,NA
"","46058","Prosbeta1",1,NA,NA,NA
"","31195","Nmd3",4,NA,NA,NA
"","36058","CG1381",4,NA,NA,NA
"","53578","Jafrac1",9,NA,NA,NA
"","41079","Prosbeta3",2,NA,NA,NA
"","59173","CG18812",23,NA,NA,NA
"","36855","RpLP2",5,NA,NA,NA
"","34432","CG5198",8,NA,NA,NA
"","37992","CG2790",6,NA,NA,NA
"","5740575","CG34241",3,NA,NA,NA
"","5740505","CG34411",10,NA,NA,NA
"","33974","SA",6,NA,NA,NA
"","42580","dnd",1,NA,NA,NA
"","45815","Spn27A",5,NA,NA,NA
"","43766","plexB",11,NA,NA,NA
"","246417","CG30050",4,NA,NA,NA
"","31641","CG4586",4,NA,NA,NA
"","50096","Spase12",4,NA,NA,NA
"","35339","CG9323",4,NA,NA,NA
"","41633","wntD",8,NA,NA,NA
"","43330","ALiX",8,NA,NA,NA
"","31657","CG4617",13,NA,NA,NA
"","42671","mRpL45",12,NA,NA,NA
"","35058","qua",9,NA,NA,NA
"","318906","CG31704",7,NA,NA,NA
"","42302","CG5555",6,NA,NA,NA
"","37869","DnaJ-60",10,NA,NA,NA
"","34631","CG6712",7,NA,NA,NA
"","38697","CG10467",4,NA,NA,NA
"","261617","CG31777",5,NA,NA,NA
"","39687","CG16979",6,NA,NA,NA
"","42618","CG5382",7,NA,NA,NA
"","43678","CG11318",10,NA,NA,NA
"","34777","CG9014",6,NA,NA,NA
"","31269","Syx4",5,NA,NA,NA
"","34363","eEF1delta",8,NA,NA,NA
"","31909","CG3106",8,NA,NA,NA
"","33979","sip2",3,NA,NA,NA
"","43499","Pcd",6,NA,NA,NA
"","32059","CG1394",7,NA,NA,NA
"","34837","mTTF",6,NA,NA,NA
"","38122","LysX",2,NA,NA,NA
"","37131","Pepck",9,NA,NA,NA
"","246644","CG30485",3,NA,NA,NA
"","43617","CG2224",4,NA,NA,NA
"","33845","mtm",3,NA,NA,NA
"","32520","CG8239",17,NA,NA,NA
"","41959","CG5903",2,NA,NA,NA
"","32716","CG8675",4,NA,NA,NA
"","35821","Cyp4ad1",5,NA,NA,NA
"","39119","CG3335",3,NA,NA,NA
"","34096","Cka",9,NA,NA,NA
"","31743","CG10959",1,NA,NA,NA
"","33002","CG11943",5,NA,NA,NA
"","35101","Ntf-2r",3,NA,NA,NA
"","41936","CG5478",8,NA,NA,NA
"","34564","Ppt2",7,NA,NA,NA
"","40874","Pbprp4",1,NA,NA,NA
"","43913","Gyk",4,NA,NA,NA
"","33423","CG9866",19,NA,NA,NA
"","36983","CG18631",5,NA,NA,NA
"","43117","CG5024",1,NA,NA,NA
"","36747","bdg",7,NA,NA,NA
"","39665","CG7804",12,NA,NA,NA
"","42661","CSN6",3,NA,NA,NA
"","44038","Hf",9,NA,NA,NA
"","42664","btn",8,"y","D","L"
"","43218","CG6420",9,NA,NA,NA
"","36995","CG14483",4,NA,NA,NA
"","32895","CG15882",9,NA,NA,NA
"","37636","CG3499",8,NA,NA,NA
"","38572","CG18418",4,NA,NA,NA
"","37168","CG15094",8,NA,NA,NA
"","43808","gw",16,NA,NA,NA
"","5740316","CG34460",5,NA,NA,NA
"","38959","exo70",4,NA,NA,NA
"","31006","mod(r)",6,NA,NA,NA
"","39251","Sod",5,NA,NA,NA
"","42361","CG4686",8,NA,NA,NA
"","43467","CG14506",6,NA,NA,NA
"","36514","CG6197",2,NA,NA,NA
"","3885652","CG34006",3,NA,NA,NA
"","43230","BM-40-SPARC",6,NA,NA,NA
"","36916","CG9640",4,NA,NA,NA
"","31860","Obp8a",2,NA,NA,NA
"","40986","CG11698",5,NA,NA,NA
"","41735","CG14841",8,NA,NA,NA
"","35867","CG8746",3,NA,NA,NA
"","47272","cbx",5,NA,NA,NA
"","45524","Cyp4p1",5,NA,NA,NA
"","41284","CG4073",4,NA,NA,NA
"","33687","CG11927",5,NA,NA,NA
"","36958","CG18467",7,NA,NA,NA
"","31580","swa",10,NA,NA,NA
"","37276","CG16898",5,NA,NA,NA
"","31573","CG3823",9,NA,NA,NA
"","37960","CG16936",1,NA,NA,NA
"","246409","CG30037",3,NA,NA,NA
"","43567","ocn",4,NA,NA,NA
"","38552","CG11349",3,NA,NA,NA
"","33987","CG3476",2,NA,NA,NA
"","318000","CG32373",7,NA,NA,NA
"","49806","Spn3",4,NA,NA,NA
"","318666","CG31294",4,NA,NA,NA
"","34356","CG5727",8,NA,NA,NA
"","43471","CG2321",8,NA,NA,NA
"","50301","CG13306",9,NA,NA,NA
"","39870","PGRP-SB1",6,NA,NA,NA
"","37515","CG2921",1,NA,NA,NA
"","39382","CG5645",6,NA,NA,NA
"","41280","CG31391",6,NA,NA,NA
"","37876","CG3356",9,NA,NA,NA
"","37681","CG3162",1,NA,NA,NA
"","39809","mRpS34",6,NA,NA,NA
"","32051","CG15199",9,NA,NA,NA
"","40184","schuy",3,NA,NA,NA
"","318984","CG31856",7,NA,NA,NA
"","5740325","CG34363",1,NA,NA,NA
"","317974","CG33791",6,NA,NA,NA
"","38467","CG14984",9,NA,NA,NA
"","40369","CG6049",5,NA,NA,NA
"","39924","CG6497",9,NA,NA,NA
"","40556","CG9855",8,NA,NA,NA
"","34256","Aldh",5,NA,NA,NA
"","42248","CG34282",1,NA,NA,NA
"","318879","CG31675",7,NA,NA,NA
"","35711","mRpL52",1,NA,NA,NA
"","35563","geminin",10,NA,NA,NA
"","41355","CG31388",3,NA,NA,NA
"","318653","CG31269",6,NA,NA,NA
"","34159","CG13393",4,NA,NA,NA
"","37225","CG10073",5,NA,NA,NA
"","37253","CG16716",2,NA,NA,NA
"","3355064","Haspin",3,NA,NA,NA
"","41283","CG14689",10,NA,NA,NA
"","318227","CG32819",11,NA,NA,NA
"","38757","CG9948",13,NA,NA,NA
"","38781","CG8629",4,NA,NA,NA
"","41642","CheA87a",2,NA,NA,NA
"","42925","CG6607",6,NA,NA,NA
"","40976","CG11671",4,NA,NA,NA
"","35379","CG9253",2,NA,NA,NA
"","318093","TwdlY",5,NA,NA,NA
"","33325","CG14346",2,NA,NA,NA
"","40707","CG2100",4,NA,NA,NA
"","38378","CG12079",1,NA,NA,NA
"","36365","CG8545",6,NA,NA,NA
"","35057","CG5131",2,NA,NA,NA
"","39428","CG10654",1,NA,NA,NA
"","32125","Tango10",5,NA,NA,NA
"","41185","Pnn",13,NA,NA,NA
"","39313","TfIIEalpha",1,NA,NA,NA
"","41858","ea",2,NA,NA,NA
"","41457","Ect3",3,NA,NA,NA
"","32043","CG42249",6,NA,NA,NA
"","38708","Lcp65Ac",3,NA,NA,NA
"","38888","CG8209",8,NA,NA,NA
"","318562","CG31029",2,NA,NA,NA
"","40889","Mst84Da",1,NA,NA,NA
"","38499","mas",14,NA,NA,NA
"","40034","GNBP1",4,NA,NA,NA
"","31308","CG10793",11,NA,NA,NA
"","43052","CG10514",1,NA,NA,NA
"","41453","CG12224",1,NA,NA,NA
"","38799","MED4",1,NA,NA,NA
"","246416","CG30049",3,NA,NA,NA
"","38398","CG17737",7,NA,NA,NA
"","34513","CG14072",4,NA,NA,NA
"","34397","Sps2",8,NA,NA,NA
"","34528","Art8",7,NA,NA,NA
"","31013","CG13367",8,NA,NA,NA
"","36308","Cct5",7,NA,NA,NA
"","42179","CG14314",4,NA,NA,NA
"","35552","bin3",2,NA,NA,NA
"","44059","RpL30",2,NA,NA,NA
"","37912","CG4589",5,NA,NA,NA
"","44380","fok",5,NA,NA,NA
"","37697","CG3500",2,NA,NA,NA
"","34372","Mob3",2,NA,NA,NA
"","38281","CG15878",4,NA,NA,NA
"","35759","CSN4",3,NA,NA,NA
"","31447","Sas10",4,NA,NA,NA
"","34700","A16",5,NA,NA,NA
"","39690","CG12304",2,NA,NA,NA
"","41193","Snap24",9,NA,NA,NA
"","40345","Eip78C",5,"y","B","L"
"","42756","CG4434",6,NA,NA,NA
"","42957","CG5808",2,NA,NA,NA
"","39205","CG18628",5,NA,NA,NA
"","36981","eIF3-S9",5,NA,NA,NA
"","32626","CG13014",7,NA,NA,NA
"","40423","CG14565",3,NA,NA,NA
"","42723","CG17119",6,NA,NA,NA
"","43984","Sdic1",11,NA,NA,NA
"","318085","CG32551",3,NA,NA,NA
"","32415","CG9519",3,NA,NA,NA
"","43498","CG15506",10,NA,NA,NA
"","34813","nimB1",3,NA,NA,NA
"","39691","CG7656",3,NA,NA,NA
"","32619","para",5,NA,NA,NA
"","36780","Jhe",9,NA,NA,NA
"","42311","CG5217",6,NA,NA,NA
"","40239","CG5585",4,NA,NA,NA
"","33414","CG9967",5,NA,NA,NA
"","39202","hay",2,NA,NA,NA
"","37941","Cyp9c1",3,NA,NA,NA
"","35988","RpL31",6,NA,NA,NA
"","40904","alphaTub84D",6,NA,NA,NA
"","41226","CG3909",3,NA,NA,NA
"","37108","GstE3",2,NA,NA,NA
"","41055","CG9839",3,NA,NA,NA
"","31167","CG4325",1,NA,NA,NA
"","37909","Ssl",2,NA,NA,NA
"","36613","Cpr51A",8,NA,NA,NA
"","42141","CG17803",5,NA,NA,NA
"","39840","CG4229",3,NA,NA,NA
"","36269","cuff",2,NA,NA,NA
"","39420","CG10616",9,NA,NA,NA
"","42409","CG4367",2,NA,NA,NA
"","318239","CG32835",5,NA,NA,NA
"","39845","Rpn12",6,NA,NA,NA
"","41832","CG4210",4,NA,NA,NA
"","117332","Rheb",12,NA,NA,NA
"","33592","CG16712",4,NA,NA,NA
"","32245","fne",8,NA,NA,NA
"","37519","CG11073",12,NA,NA,NA
"","34362","CG5694",13,NA,NA,NA
"","38632","CG10592",4,NA,NA,NA
"","326178","CG31948",5,NA,NA,NA
"","43250","CG6283",2,NA,NA,NA
"","246572","CG30369",6,NA,NA,NA
"","43727","CG1792",4,NA,NA,NA
"","53473","SP1029",5,NA,NA,NA
"","32878","CG7280",2,NA,NA,NA
"","32745","CG8211",3,NA,NA,NA
"","40013","CG13700",10,NA,NA,NA
"","38633","CG5150",4,NA,NA,NA
"","35123","CG10383",5,NA,NA,NA
"","41800","CG3731",3,NA,NA,NA
"","318651","CG31267",5,NA,NA,NA
"","31506","CG3108",10,NA,NA,NA
"","39337","CG11597",3,NA,NA,NA
"","41479","CG4848",2,NA,NA,NA
"","41326","CG4706",11,NA,NA,NA
"","37445","Acox57D-p",7,NA,NA,NA
"","35665","sPLA2",8,NA,NA,NA
"","33299","CG5080",9,NA,NA,NA
"","42802","Rpn9",4,NA,NA,NA
"","34383","CG5390",3,NA,NA,NA
"","43539","CG31036",5,NA,NA,NA
"","43586","CG31028",6,NA,NA,NA
"","47186","mus205",10,NA,NA,NA
"","43356","CG5527",5,NA,NA,NA
"","32966","CG14213",8,NA,NA,NA
"","37806","CG13565",3,NA,NA,NA
"","39410","Ncc69",4,NA,NA,NA
"","36197","CG9067",2,NA,NA,NA
"","317933","CG32240",5,NA,NA,NA
"","246647","CG30488",10,NA,NA,NA
"","326112","PH4alphaSG1",6,NA,NA,NA
"","43312","wdb",16,NA,NA,NA
"","31881","CG16892",4,NA,NA,NA
"","41087","Rel",4,NA,NA,NA
"","39484","RpS4",4,NA,NA,NA
"","43007","CG11836",3,NA,NA,NA
"","37502","Gr58b",4,NA,NA,NA
"","318146","CG32667",5,NA,NA,NA
"","319019","CG31907",3,NA,NA,NA
"","34571","CG6488",6,NA,NA,NA
"","38637","Eaf6",7,NA,NA,NA
"","39673","Z600",5,NA,NA,NA
"","32507","CG8134",10,NA,NA,NA
"","31045","CG3703",7,NA,NA,NA
"","37967","key",5,NA,NA,NA
"","50263","gk",6,NA,NA,NA
"","31319","CG14270",5,NA,NA,NA
"","36399","Obp49a",8,NA,NA,NA
"","39455","CG11006",8,NA,NA,NA
"","41476","CG3809",2,NA,NA,NA
"","33298","Tango14",2,NA,NA,NA
"","39028","Srp68",6,NA,NA,NA
"","34529","dUTPase",2,NA,NA,NA
"","38669","Bj1",8,NA,NA,NA
"","40317","CG11037",4,NA,NA,NA
"","38955","mkg-p",8,NA,NA,NA
"","34410","CG5096",4,NA,NA,NA
"","31954","Ipod",10,NA,NA,NA
"","41994","CG14882",4,NA,NA,NA
"","59246","CG18731",2,NA,NA,NA
"","318936","Acp24A4",2,NA,NA,NA
"","32820","betaCop",6,NA,NA,NA
"","35081","CG5755",2,NA,NA,NA
"","31024","tw",4,NA,NA,NA
"","37360","Ipk1",4,NA,NA,NA
"","45785","Aats-ile",5,NA,NA,NA
"","32893","CG14191",7,NA,NA,NA
"","37743","CG5431",5,NA,NA,NA
"","41513","CG34402",2,NA,NA,NA
"","42595","pit",3,NA,NA,NA
"","33064","CG15450",3,NA,NA,NA
"","36306","SmD3",3,NA,NA,NA
"","37135","CG10927",1,NA,NA,NA
"","34097","CG7429",2,NA,NA,NA
"","50417","Neb-cGP",2,NA,NA,NA
"","39621","Ocho",6,NA,NA,NA
"","35128","CG10373",7,NA,NA,NA
"","43666","CG15550",10,NA,NA,NA
"","40937","CG2678",11,NA,NA,NA
"","40847","CG1091",1,NA,NA,NA
"","35847","Vps25",3,NA,NA,NA
"","38226","Dhc62B",1,NA,NA,NA
"","35112","CG10333",6,NA,NA,NA
"","39150","Ilp2",6,NA,NA,NA
"","40828","zen",8,NA,NA,NA
"","37093","CG18536",5,NA,NA,NA
"","34193","Glt",4,NA,NA,NA
"","43804","mav",6,NA,NA,NA
"","38758","CG10075",5,NA,NA,NA
"","43926","fan",7,NA,NA,NA
"","50456","CG13245",4,NA,NA,NA
"","33112","pen",6,NA,NA,NA
"","43114","CG4956",4,NA,NA,NA
"","41324","CG6629",2,NA,NA,NA
"","192508","CG5180",8,NA,NA,NA
"","41518","lig3",5,NA,NA,NA
"","35745","CG8791",7,NA,NA,NA
"","33854","Fbw5",5,NA,NA,NA
"","43623","PH4alphaSG2",9,NA,NA,NA
"","246560","CG30354",4,NA,NA,NA
"","32953","RpS10b",5,NA,NA,NA
"","42343","CG6195",3,NA,NA,NA
"","39323","CG32087",11,NA,NA,NA
"","38020","CG7051",2,NA,NA,NA
"","43978","Plap",6,NA,NA,NA
"","36255","pyr",3,NA,NA,NA
"","33595","CG2816",7,NA,NA,NA
"","37113","GstE8",3,NA,NA,NA
"","42201","CG18600",5,NA,NA,NA
"","2768940","Pp2A-29B",13,NA,NA,NA
"","35796","Mlh1",5,NA,NA,NA
"","33992","Nuf2",3,NA,NA,NA
"","32055","CG1908",13,NA,NA,NA
"","32418","CG9514",6,NA,NA,NA
"","38478","Rcd5",5,NA,NA,NA
"","31052","CDC45L",7,NA,NA,NA
"","40002","CG5147",8,NA,NA,NA
"","36472","CG10799",7,NA,NA,NA
"","318957","CG31813",3,NA,NA,NA
"","42700","CG4723",6,NA,NA,NA
"","31858","su(r)",4,NA,NA,NA
"","3354941","CG40178",6,NA,NA,NA
"","46662","l(2)09851",2,NA,NA,NA
"","38526","CG1316",12,NA,NA,NA
"","50391","Grip",8,NA,NA,NA
"","38599","CG4618",2,NA,NA,NA
"","38535","mRpS6",4,NA,NA,NA
"","31176","CG4045",3,NA,NA,NA
"","37381","CG9346",3,NA,NA,NA
"","260658","CG31819",5,NA,NA,NA
"","37631","fd59A",7,NA,NA,NA
"","36324","CG8854",8,NA,NA,NA
"","36103","CG12895",2,NA,NA,NA
"","45994","fs(1)M3",7,NA,NA,NA
"","41965","Bin1",4,NA,NA,NA
"","39431","Pcaf",7,NA,NA,NA
"","35880","MrgBP",2,NA,NA,NA
"","42004","CG14898",4,NA,NA,NA
"","40796","Neurochondrin",12,NA,NA,NA
"","33205","CG11912",3,NA,NA,NA
"","38295","yellow-g2",4,NA,NA,NA
"","38324","CG12182",3,NA,NA,NA
"","64880","chico",10,NA,NA,NA
"","40355","Cpr78Cc",3,NA,NA,NA
"","39179","CG6640",2,NA,NA,NA
"","318249","mRpS21",3,NA,NA,NA
"","45871","grau",4,NA,NA,NA
"","35009","CG17928",5,NA,NA,NA
"","37767","Ssrp",4,NA,NA,NA
"","42812","CG10375",4,NA,NA,NA
"","33341","CG14352",3,NA,NA,NA
"","38914","MED24",4,NA,NA,NA
"","33515","CG17219",10,NA,NA,NA
"","42630","CG13850",8,NA,NA,NA
"","40272","CG6020",2,NA,NA,NA
"","36886","CG5859",5,NA,NA,NA
"","42307","CG11703",5,NA,NA,NA
"","35924","tsu",4,NA,NA,NA
"","31193","Cyp4ae1",5,NA,NA,NA
"","41282","CG31278",1,NA,NA,NA
"","50220","CG12853",9,NA,NA,NA
"","246533","Ppcdc",5,NA,NA,NA
"","117419","Irbp",11,NA,NA,NA
"","50438","CG18661",2,NA,NA,NA
"","34717","CG15482",5,NA,NA,NA
"","43437","CG11876",3,NA,NA,NA
"","42919","nAcRalpha-96Ab",3,NA,NA,NA
"","38201","CG17249",6,NA,NA,NA
"","41837","Art3",3,NA,NA,NA
"","40391","CG7177",9,NA,NA,NA
"","40298","CG3698",2,NA,NA,NA
"","32679","CG9099",3,NA,NA,NA
"","40409","CG11249",8,NA,NA,NA
"","39647","Cep135",5,NA,NA,NA
"","39763","CG5222",5,NA,NA,NA
"","40390","CG7181",2,NA,NA,NA
"","35529","SCAP",10,NA,NA,NA
"","41048","CG13318",1,NA,NA,NA
"","42163","CG14316",2,NA,NA,NA
"","41033","CG8112",5,NA,NA,NA
"","318867","CG31643",9,NA,NA,NA
"","43122","Mst57Db",9,NA,NA,NA
"","34874","CG4140",1,NA,NA,NA
"","42251","CG7715",9,NA,NA,NA
"","38351","CG9970",4,NA,NA,NA
"","31577","CG3847",6,NA,NA,NA
"","35817","Lcp1",3,NA,NA,NA
"","39667","CG13455",6,NA,NA,NA
"","43454","CG14515",4,NA,NA,NA
"","31081","CG11418",4,NA,NA,NA
"","36893","CG6429",2,NA,NA,NA
"","37934","CG3570",3,NA,NA,NA
"","36953","l(2)k01209",9,NA,NA,NA
"","43060","CG31370",4,NA,NA,NA
"","37768","CG5543",2,NA,NA,NA
"","318961","CG31820",6,NA,NA,NA
"","37606","CG30259",7,NA,NA,NA
"","39932","CG16793",4,NA,NA,NA
"","31679","CG15478",1,NA,NA,NA
"","39950","CG7580",7,NA,NA,NA
"","3354965","CG40160",1,NA,NA,NA
"","39966","CG7497",4,NA,NA,NA
"","43739","awd",7,NA,NA,NA
"","326161","CG31793",6,NA,NA,NA
"","36134","CG12935",4,NA,NA,NA
"","39414","Smyd4",3,NA,NA,NA
"","3355016","CG40127",4,NA,NA,NA
"","36563","CG8257",3,NA,NA,NA
"","32742","CG5800",4,NA,NA,NA
"","41757","mRpL11",5,NA,NA,NA
"","33894","CG42369",4,NA,NA,NA
"","318747","CG31460",5,NA,NA,NA
"","35916","CG13742",3,NA,NA,NA
"","32689","CG12433",4,NA,NA,NA
"","37058","CG10911",9,NA,NA,NA
"","5740313","CG34423",4,NA,NA,NA
"","41010","CG31259",4,NA,NA,NA
"","39456","CG10754",5,NA,NA,NA
"","32785","Dhc16F",3,NA,NA,NA
"","246581","GstE9",3,NA,NA,NA
"","41686","CG9312",3,NA,NA,NA
"","41495","CG10038",6,NA,NA,NA
"","35065","CG7094",2,NA,NA,NA
"","42791","SPE",5,NA,NA,NA
"","38409","dro5",6,NA,NA,NA
"","33817","Acp26Aa",4,NA,NA,NA
"","3355111","CG17374",4,NA,NA,NA
"","38142","CG32333",2,NA,NA,NA
"","43602","CG9682",2,NA,NA,NA
"","32864","CCKLR-17D3",4,NA,NA,NA
"","43286","CG14262",4,NA,NA,NA
"","35268","CG10466",3,NA,NA,NA
"","38240","Cpr62Bb",6,NA,NA,NA
"","326164","CG31826",5,NA,NA,NA
"","42996","bai",2,NA,NA,NA
"","41996","CG10405",2,NA,NA,NA
"","35590","SdhB",4,NA,NA,NA
"","3355013","Gprk1",4,NA,NA,NA
"","32062","CG11106",5,NA,NA,NA
"","31845","fh",9,NA,NA,NA
"","32092","CG1756",5,NA,NA,NA
"","41072","CG11970",11,NA,NA,NA
"","41904","CG5623",4,NA,NA,NA
"","40803","CG1137",3,NA,NA,NA
"","38134","CG9192",3,NA,NA,NA
"","41440","CG6971",4,NA,NA,NA
"","40450","CG7130",6,NA,NA,NA
"","41880","CG31302",7,NA,NA,NA
"","38663","CG32412",3,NA,NA,NA
"","39644","Aats-gly",9,NA,NA,NA
"","32015","feo",6,NA,NA,NA
"","33555","Ptpa",1,NA,NA,NA
"","5740542","CG41561",4,NA,NA,NA
"","50458","CG4440",2,NA,NA,NA
"","36379","Ak6",4,NA,NA,NA
"","31817","CG1885",3,NA,NA,NA
"","31525","CG3726",5,NA,NA,NA
"","32905","Mec2",3,NA,NA,NA
"","49807","Spn2",3,NA,NA,NA
"","33408","CG4270",4,NA,NA,NA
"","35043","Rpb11",4,NA,NA,NA
"","37036","CG5033",5,NA,NA,NA
"","40613","CG1124",5,NA,NA,NA
"","31568","CG15896",3,NA,NA,NA
"","42146","CG18012",5,NA,NA,NA
"","33600","CG10019",4,NA,NA,NA
"","31979","PPP4R2r",5,NA,NA,NA
"","39981","cln3",3,NA,NA,NA
"","43217","CG5484",5,NA,NA,NA
"","38125","LysB",1,NA,NA,NA
"","41200","RpS29",2,NA,NA,NA
"","34314","CG5885",3,NA,NA,NA
"","41532","Aos1",4,NA,NA,NA
"","5740115","CG34250",4,NA,NA,NA
"","36471","CG4716",5,NA,NA,NA
"","53516","lectin-33A",2,NA,NA,NA
"","33669","Bsg25A",3,NA,NA,NA
"","31684","Rab39",4,NA,NA,NA
